"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
575,"Mangado et al. 2005","2005","Mangado, J. / Bartrolí, R. / Calvo, M. / Fullola, J.M. / Petit, M.A.","Les industries lithiques de la fin du Paléolithique de la Grotte du Parco (Alòs de Balaguer, Catalogne, Espagne): In: Bracco, J.P.,  Montoya, C., (eds.), D’un monde à l’autre. Les systèmes lithiques pendant le Tardiglaciaire autour de la Méditerranée nord-occidentale. Memoires de la Société Préhistorique Française 40 (Paris 2005). p. 11-24.","","2011-10-13 20:10:06","2014-07-17 15:28:14.883052",,"@article{mangado2005industries,
  title={Les industries lithiques de la fin du Paléolithique de la Grotte du Parco (Alòs de Balaguer, Catalogne, Espagne)},
  author={MANGADO, Javier and BARTROLI, Ra{\""u}l and CALVO, Manuel and FULLOLA, Josep Maria and PETIT, Maria Angels},
  journal={Memoires de la Société Préhistorique Française},
  volume={40},
  pages={11--24},
  year={2005},
  publisher={Pôle éditorial archéologique de l'Ouest}
}"
557,"Hopf 1971","1971","Hopf, M.","Vorgeschichtliche Pflanzenreste aus Ostspanien, Madrider Mitteilungen 12, 1971. 101-114.","","2011-10-13 20:10:06","2014-07-18 10:07:49.199622",,"@article{GBV-606805990,
 author = {Hopf, M.},
 title = {Vorgeschichtliche Pflanzenreste aus Ostspanien},
 journal = {Madrider Mitteilungen},
 year = {1971},
 volume = {12},
 pages = {101-114},
}"
554,"Guilaine et al. 1982","1982","Guilaine, J. / Llongueras, M. / Marcet, R. / Petit, M.A. Vaquer, J.","Cova del Toll (Moià). In: Les excavacions arqueològiques a Catalunya en els darrers  anys. Barcelona. Excavacions arqueològiques a Catalunya 1. (1982). 150-152.","","2011-10-13 20:10:06","2014-07-18 11:44:48.207973",,""
1193,"Becker 1992","1992","D. Becker","D. Becker, Die neolithische Inselsiedlung vom Löddigsee, Kr. Parchim (Schwerin 1992).","","2014-07-18 12:01:36.485683","2014-07-18 12:01:36.485683",,"@book{GBV-387472118,
 author = {Becker, Diethelm and Benecke, Norbert},
 editor = {Görsdorf, Jochen},
 title = {Die neolithische Inselsiedlung am Löddigsee bei Parchim :
archäologische und archäozoologische Untersuchungen ; mit 202 Tabellen},
 publisher = {Archäolog. Landesmuseum Mecklenburg-Vorpommern},
 year = {2002},
 series = {Beiträge zur Ur- und Frühgeschichte Mecklenburg-Vorpommerns ;
40},
 address = {Lübstorf},
 pages = {204 S},
}
"
489,"Bosch 1993","1993","Bosch, J.","Cronologia prehistòrica al curs inferior de l’Ebre. Primeres datacions absolutes In: Pyrenae  24, 1993. 53-56.","","2011-10-13 20:10:06","2014-07-18 12:14:10.322746",,"@article{argilagos1993cronologia,
  title={Cronologia prehistòrica al curs inferior de l’Ebre. Primeres datacions absolutes},
  author={Bosch, J.},
  journal={Pyrenae},
  number={24},
  pages={53--56},
  year={1993},
  publisher={Universidad de Barcelona, Instituto de Arqueología y Prehistoria}
}"
453,"Almagro-Gorbea/Fernandez-Miranda 1978","1978","Almagro-Gorbea, M. / Fernandez- Miranda, M (Coord.)","C-14 y prehistoria de la Península Ibérica. Serie Universitaria 77 (Madrid 1978).","","2011-10-13 20:10:06","2014-07-18 12:18:16.598392",,""
1195,"Mestres et al. 1991","1991","Mestres, J.S. and Garcia, J.F. and Rauret, G. A.","The radiocarbon laboratory at the University of Barcelona. Radiocarbon 33 / 1, 1991, 23--34.","","2014-07-18 12:23:55.803038","2014-07-18 12:24:40.305957",,"@article{mestres1991radiocarbon,
  title={The radiocarbon laboratory at the University of Barcelona},
  author={Mestres, J.S. and Garcia, J.F. and Rauret, G. A.},
  journal={Radiocarbon},
  volume={33},
  number={1},
  pages={23--34},
  year={1991}
}"
1292,"Molleson 1986","1985","Molleson, Theya I","New radiocarbon dates for the occupation of Kilgreany Cave, County Waterford. The Journal of Irish Archaeology, 1985, 1--3.","","2015-02-09 10:11:28.513103","2015-02-09 10:11:28.513103",,"@article{molleson1985new,
  title={New radiocarbon dates for the occupation of Kilgreany Cave, County Waterford},
  author={Molleson, Theya I},
  journal={The Journal of Irish Archaeology},
  pages={1--3},
  year={1985},
  publisher={JSTOR}
}"
1293,"Dowd 2002","2002","Dowd, Marion A","Kilgreany, Co. Waterford: biography of a cave. The Journal of Irish Archaeology, 2002, 77--97.","","2015-02-09 10:11:28.521576","2015-02-09 10:11:28.521576",,"@article{dowd2002kilgreany,
  title={Kilgreany, Co. Waterford: biography of a cave},
  author={Dowd, Marion A},
  journal={The Journal of Irish Archaeology},
  pages={77--97},
  year={2002},
  publisher={JSTOR}
}"
1301,"Ryan 1973","1973","Ryan, M FitzG","The excavation of a neolithic burial mound at Jerpoint West, Co. Kilkenny. Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature, 1973, 107--127.","","2015-02-09 11:24:15.359507","2015-02-09 11:24:15.359507",,"@article{ryan1973excavation,
  title={The excavation of a neolithic burial mound at Jerpoint West, Co. Kilkenny},
  author={Ryan, M FitzG},
  journal={Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature},
  pages={107--127},
  year={1973},
  publisher={JSTOR}
}"
1305,"Hartnett 1951","1951","Hartnett, PJ","A Neolithic Burial from Martinstown, Kiltale, Co Meath. The Journal of the Royal Society of Antiquaries of Ireland, 1951, 19--23.","","2015-02-09 11:45:56.557249","2015-02-09 11:45:56.557249",,"@article{hartnett1951neolithic,
  title={A Neolithic Burial from Martinstown, Kiltale, Co Meath},
  author={Hartnett, PJ},
  journal={The Journal of the Royal Society of Antiquaries of Ireland},
  pages={19--23},
  year={1951},
  publisher={JSTOR}
}"
1308,"Eogan 1986","1986","Eogan, George","Knowth and the passage-tombs of Ireland (1986).","","2015-02-09 12:06:38.767618","2015-02-09 12:06:38.767618",,"@book{eogan1986knowth,
  title={Knowth and the passage-tombs of Ireland},
  author={Eogan, George},
  year={1986},
  publisher={Thames \& Hudson}
}"
1196,"Döhle et al. 1992","1992","H.-J. Döhle/K. Wagner/J. Weigelt","H.-J. Döhle/K. Wagner/J. Weigelt, Eine Opfergrube der Baalberger Kultur von Alsleben, Ldkr. Bernburg. Jahresschrift für mitteldeutsche Vorgeschichte 75, 51-69. ","","2014-07-18 12:26:39.108406","2014-07-18 12:26:39.108406",,"@article{GBV-473911221,
 author = {Weigelt, Jürgen and Döhle, Hans-Jürgen and Wagner, Karin},
 title = {Eine Opfergrube der Baalberger Kultur von Alsleben, Ldkr.
Bernburg},
 journal = {Jahresschrift für mitteldeutsche Vorgeschichte},
 year = {1992},
 volume = {75},
 pages = {51-69},
}
"
510,"Clop/Faura 2000","2000","Clop, X. / Faura, J.M.","El fons de cabana dels Vilars de Tous (Sant Martí de Tous, L’Anoia). Memòria definitiva dels resultats de l’excavació arqueològica. Servei d’Arqueologia. Unpublished.","","2011-10-13 20:10:06","2014-07-18 15:32:39.878743",,""
1247,"Manby 1980","1980","Manby, TG","Excavations of barrows at Grindale and Boynton, East Yorkshire 1972. Yorks. Archaeol. J 52, 1980, 19--28.","","2015-01-12 10:14:18.699062","2015-01-12 10:14:18.699062",,"@article{manby1980excavations,
  title={Excavations of barrows at Grindale and Boynton, East Yorkshire 1972},
  author={Manby, TG},
  journal={Yorks. Archaeol. J},
  volume={52},
  pages={19--28},
  year={1980}
}"
1250,"Bedwin et al. 1981","1981","Bedwin, Owen and Drewett, PL and Thomas, KD and Cartwright, C","Excavations at the Neolithic Enclosure on Bury Hill, Houghton, W. Sussex 1979..","","2015-01-12 11:53:34.030673","2015-01-12 11:53:34.030673",,"@inproceedings{bedwin1981excavations,
  title={Excavations at the Neolithic Enclosure on Bury Hill, Houghton, W. Sussex 1979.},
  author={Bedwin, Owen and Drewett, PL and Thomas, KD and Cartwright, C},
  booktitle={Proceedings of the Prehistoric Society},
  volume={47},
  pages={69--86},
  year={1981},
  organization={Cambridge Univ Press}
}"
1295,"O'Sullivan 2001","2001","O'Sullivan, Aidan and Academy, Royal Irish","Foragers, farmers and fishers in a coastal landscape: an intertidal archaeological survey of the Shannon estuary.","","2015-02-09 10:25:42.740958","2015-02-09 10:25:42.740958",,"@inproceedings{aidan2001foragers,
  title={Foragers, farmers and fishers in a coastal landscape: an intertidal archaeological survey of the Shannon estuary},
  author={Aidan O'Sullivan and Royal Irish Academy},
  year={2001},
  organization={Royal Irish Academy}
}"
1297,"Brindley et al. 1983","1983","Brindley, Anna L and Lanting, JN and Mook, WG","Radiocarbon dates from the Neolithic burials at Ballintruer More, Co. Wicklow and Ardcrony, Co. Tipperary. The Journal of Irish Archaeology, 1983, 1--9.","","2015-02-09 11:11:03.425587","2015-02-09 11:11:03.425587",,"@article{brindley1983radiocarbon,
  title={Radiocarbon dates from the Neolithic burials at Ballintruer More, Co. Wicklow and Ardcrony, Co. Tipperary},
  author={Brindley, Anna L and Lanting, JN and Mook, WG},
  journal={The Journal of Irish Archaeology},
  pages={1--9},
  year={1983},
  publisher={JSTOR}
}"
1298,"Wallace 1977","1977","Wallace, Patrick F","A prehistoric burial cairn at Ardcrony, Nenagh, Co. Tipperary (1977).","","2015-02-09 11:11:03.431168","2015-02-09 11:11:03.431168",,"@book{wallace1977prehistoric,
  title={A prehistoric burial cairn at Ardcrony, Nenagh, Co. Tipperary},
  author={Wallace, Patrick F},
  year={1977}
}"
1299,"Raftery 1973","1973","Raftery, Joseph","A neolithic burial mound at Ballintruer More, Co. Wicklow. The Journal of the Royal Society of Antiquaries of Ireland, 1973, 214--219.","","2015-02-09 11:15:14.992135","2015-02-09 11:15:14.992135",,"@article{raftery1973neolithic,
  title={A neolithic burial mound at Ballintruer More, Co. Wicklow},
  author={Raftery, Joseph},
  journal={The Journal of the Royal Society of Antiquaries of Ireland},
  pages={214--219},
  year={1973},
  publisher={JSTOR}
}"
1309,"O'Kelly 1969","1969","O’kelly, Michael J","Radiocarbon Dates for the Newgrange Passage Grave, Co. Meath. Antiquity 43 / 170, 1969, 140--141.","","2015-02-09 12:12:42.216945","2015-02-09 12:12:42.216945",,"@article{o1969radiocarbon,
  title={Radiocarbon Dates for the Newgrange Passage Grave, Co. Meath},
  author={O’kelly, Michael J},
  journal={Antiquity},
  volume={43},
  number={170},
  pages={140--141},
  year={1969},
  publisher={Cambridge Univ Press}
}"
1310,"O'Kelly 1972","1972","O’kelly, Michael J","Further radiocarbon dates from Newgrange, Co. Meath, Ireland. Antiquity 46 / 183, 1972, 226--227.","","2015-02-09 12:12:42.222918","2015-02-09 12:12:42.222918",,"@article{o1972further,
  title={Further radiocarbon dates from Newgrange, Co. Meath, Ireland},
  author={O’kelly, Michael J},
  journal={Antiquity},
  volume={46},
  number={183},
  pages={226--227},
  year={1972},
  publisher={Cambridge Univ Press}
}"
1315,"Burenhult 2001","2001","Burenhult, G{\""o}ran","The Illustrated Guide to the Megalithic Cemetery of Carrowmore Co. Sligo (2001).","","2015-02-16 11:54:26.79964","2015-02-16 11:54:26.79964",,"@book{burenhult2001illustrated,
  title={The Illustrated Guide to the Megalithic Cemetery of Carrowmore Co. Sligo},
  author={Burenhult, G{\""o}ran},
  year={2001},
  publisher={G{\""o}ran Burenhult}
}"
1316,"Burenhult 2003","2003","Burenhult, G","The chronology of Carrowmore. Stones and Bones: Formal Disposal of the Dead in Atlantic Europe during the Mesolithic Neolithic Interface 6000, 2003, 66--9.","","2015-02-16 11:54:26.805146","2015-02-16 11:54:26.805146",,"@article{burenhult2003chronology,
  title={The chronology of Carrowmore},
  author={Burenhult, G},
  journal={Stones and Bones: Formal Disposal of the Dead in Atlantic Europe during the Mesolithic Neolithic Interface},
  volume={6000},
  pages={66--9},
  year={2003}
}"
1341,"ATKINSON et al. 2002","2002","ATKINSON, John A and ALLDRITT, D and DONNELLY, M and DUNCAN, JS and JONES, A and SQUAIR, R and TAYLOR, K","Excavation of a Neolithic occupation site at Chapelfield, Cowie, Stirling.","","2015-03-05 11:24:03.192984","2015-03-05 11:24:03.192984",,"@inproceedings{atkinson2002excavation,
  title={Excavation of a Neolithic occupation site at Chapelfield, Cowie, Stirling},
  author={ATKINSON, John A and ALLDRITT, D and DONNELLY, M and DUNCAN, JS and JONES, A and SQUAIR, R and TAYLOR, K},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={132},
  pages={139--192},
  year={2002},
  organization={National Museum of Antiquities of Scotland}
}"
1343,"BARCLAY et al. 2002","2002","BARCLAY, Gordon J and BROPHY, Kenneth and MACGREGOR, Gavin and FOSTER, SM and HOGG, DJ and MILLER, J and RAMSAY, S and SAVILLE, A and SHERIDAN, JA and SMITH, C and others","Claish, Stirling: an early Neolithic structure in its context.","","2015-03-05 11:37:16.817367","2015-03-05 11:37:16.817367",,"@inproceedings{barclay2002claish,
  title={Claish, Stirling: an early Neolithic structure in its context},
  author={BARCLAY, Gordon J and BROPHY, Kenneth and MACGREGOR, Gavin and FOSTER, SM and HOGG, DJ and MILLER, J and RAMSAY, S and SAVILLE, A and SHERIDAN, JA and SMITH, C and others},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={132},
  pages={65--137},
  year={2002},
  organization={National Museum of Antiquities of Scotland}
}"
1347,"Lelong/MacGregor 2007","2007","Lelong, Olivia and MacGregor, Gavin","The lands of ancient Lothian: interpreting the archaeology of the A1.","","2015-03-05 12:18:47.928736","2015-03-05 12:18:47.928736",,"@inproceedings{lelong2007lands,
  title={The lands of ancient Lothian: interpreting the archaeology of the A1},
  author={Lelong, Olivia and MacGregor, Gavin},
  year={2007},
  organization={Society of antiquaries of Scotland}
}"
1248,"Mercer 1980","1980","Mercer, Roger J","Hambledon Hill: A neolithic landscape (1980).","","2015-01-12 10:20:48.953202","2015-01-12 10:20:48.953202",,"@book{mercer1980hambledon,
  title={Hambledon Hill: A neolithic landscape},
  author={Mercer, Roger J},
  year={1980},
  publisher={University Press}
}"
525,"Edo et al. 2004","2004","Edo, M. / Villalba, Mª. J. / Blasco, A.","Coveta del Marge del Moro (Begues, Baix Llobregat). In: Actes de les Jornades d’Arqueologia i Paleontologia. (La Garriga, 29 i 30 de novembre i 1 de desembre de 2001) (Barcelona 2004). 91-114.","","2011-10-13 20:10:06","2014-07-18 13:12:28.635157",,""
1198,"Pascual 2010","2010","Pascual, P.","Prospecció dels jaciments paradolmènic: La Coveta del marge Moro, 2010.","","2014-07-18 13:23:26.238478","2014-07-18 13:23:26.238478",,"@article{pascual2010prospeccio,
  title={Prospecció dels jaciments paradolmènic: La Coveta del marge Moro},
  author={Pascual, P.},
  year={2010}
}"
581,"Martín 1982a","1982","Martín, A.","El Coll, Llinars del Vallès. In: Les excavacions arqueològiques a Catalunya en els darrers anys. Excavacions arqueològiques a Catalunya 1 (Barcelona 1982). 93-94.","","2011-10-13 20:10:06","2014-07-18 13:58:14.072018",,""
1249,"Mercer 1985","1985","Mercer, RJ","A Neolithic fortress and funeral center. Scientific American 252, 1985, 94--101.","","2015-01-12 10:20:48.96082","2015-01-12 10:20:48.96082",,"@article{mercer1985neolithic,
  title={A Neolithic fortress and funeral center},
  author={Mercer, RJ},
  journal={Scientific American},
  volume={252},
  pages={94--101},
  year={1985}
}"
1311,"McAulay/Watts 1961","1961","McAulay, IR and Watts, WAnbsp","Dublin radiocarbon dates I.. Radiocarbon 3 / 1, 1961, 26--38.","","2015-02-16 09:43:38.920596","2015-02-16 09:43:38.920596",,"@article{mcaulay1961dublin,
  title={Dublin radiocarbon dates I.},
  author={McAulay, IR and Watts, WAnbsp},
  journal={Radiocarbon},
  volume={3},
  number={1},
  pages={26--38},
  year={1961}
}"
1312,"Newman 1997","1997","Newman, Conor","Tara: an archaeological survey.","","2015-02-16 09:43:38.927221","2015-02-16 09:43:38.927221",,"@inproceedings{newman1997tara,
  title={Tara: an archaeological survey},
  author={Newman, Conor},
  year={1997},
  organization={Royal Irish Academy}
}"
1313,"O'Sullivan 2005","2005","O'Sullivan, Muiris and Herity, Michael and Mattenberger, Ursula","Duma na nGiall (2005).","","2015-02-16 09:43:38.932479","2015-02-16 09:43:38.932479",,"@book{o2005duma,
  title={Duma na nGiall},
  author={O'Sullivan, Muiris and Herity, Michael and Mattenberger, Ursula},
  year={2005},
  publisher={Wordwell}
}"
1344,"RIDEOUT et al. 1997","1997","RIDEOUT, James S and CLARKE, A and COWIE, T and CRESSEY, M and HALL, D and HOLDEN, T and JORDAN, D and RIDEOUT, JS and TAVENER, PN","Excavation of Neolithic enclosures at Cowie Road, Bannockburn, Stirling, 1984-5.","","2015-03-05 11:55:05.12846","2015-03-05 11:55:05.12846",,"@inproceedings{rideout1997excavation,
  title={Excavation of Neolithic enclosures at Cowie Road, Bannockburn, Stirling, 1984-5},
  author={RIDEOUT, James S and CLARKE, A and COWIE, T and CRESSEY, M and HALL, D and HOLDEN, T and JORDAN, D and RIDEOUT, JS and TAVENER, PN},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={127},
  pages={29--68},
  year={1997},
  organization={National Museum of Antiquities of Scotland}
}"
